pin,slack
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].APB_32.edge_neg_9_iv_i[0]:D,16232
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].APB_32.edge_neg_9_iv_i[0]:Y,15716
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_43:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_43:IPB,
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][6]:ALn,
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][6]:CLK,13669
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][6]:D,17026
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][6]:EN,13323
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][6]:Q,13669
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_77:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_77:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_56:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_56:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_198:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_198:IPB,
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o19lto5_3:A,11050
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o19lto5_3:B,10953
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o19lto5_3:C,10837
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o19lto5_3:D,10669
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o19lto5_3:Y,10669
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_32:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_32:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_206:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_206:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_114:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_114:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_37:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_286:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_286:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_251:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_251:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_108:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_188:IPA,
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].APB_32.GPOUT_reg69_2:A,11320
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].APB_32.GPOUT_reg69_2:B,11305
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].APB_32.GPOUT_reg69_2:C,11059
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].APB_32.GPOUT_reg69_2:D,11118
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].APB_32.GPOUT_reg69_2:Y,11059
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o_2_cZ[6]:A,16633
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o_2_cZ[6]:B,16534
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o_2_cZ[6]:C,14729
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o_2_cZ[6]:Y,14729
GPIO_OUT_obuf[0]/U0/U_IOOUTFF:A,
GPIO_OUT_obuf[0]/U0/U_IOOUTFF:Y,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_144:IPA,
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].APB_32.edge_both_22_iv_i[1]:A,17583
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].APB_32.edge_both_22_iv_i[1]:B,17538
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].APB_32.edge_both_22_iv_i[1]:C,15740
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].APB_32.edge_both_22_iv_i[1]:D,16232
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].APB_32.edge_both_22_iv_i[1]:Y,15740
SYSRESET_0_POWER_ON_RESET_N_netprop_RNIF4GB/U0_RGB1:An,
SYSRESET_0_POWER_ON_RESET_N_netprop_RNIF4GB/U0_RGB1:YL,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_235:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_235:IPB,
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o_2_cZ[3]:A,16568
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o_2_cZ[3]:B,16468
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o_2_cZ[3]:C,14702
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o_2_cZ[3]:Y,14702
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[6]:A,13638
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[6]:B,14729
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[6]:C,13532
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[6]:Y,13532
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_96:IPA,
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].REG_INT.un20_intr_u:A,16064
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].REG_INT.un20_intr_u:B,16019
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].REG_INT.un20_intr_u:C,13557
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].REG_INT.un20_intr_u:D,13415
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].REG_INT.un20_intr_u:Y,13415
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_53:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_53:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_1:IPA,
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[7]:A,13639
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[7]:B,14815
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[7]:C,13533
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[7]:Y,13533
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[1]:A,12249
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[1]:B,12200
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[1]:C,10940
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[1]:D,10669
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[1]:Y,10669
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[3]:A,13611
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[3]:B,14702
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[3]:C,13505
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[3]:Y,13505
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_193:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_193:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_193:IPC,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_228:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_228:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_228:IPC,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_129:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_129:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_278:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_278:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_15:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_15:IPB,
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].APB_32.edge_neg_22_iv_i[1]:A,17583
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].APB_32.edge_neg_22_iv_i[1]:B,17538
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].APB_32.edge_neg_22_iv_i[1]:C,15740
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].APB_32.edge_neg_22_iv_i[1]:D,16232
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].APB_32.edge_neg_22_iv_i[1]:Y,15740
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_179:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_103:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_103:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_183:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_183:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_160:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_160:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_125:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_125:IPB,
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].APB_32.INTR_reg_39[0]:A,17638
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].APB_32.INTR_reg_39[0]:B,13920
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].APB_32.INTR_reg_39[0]:C,15716
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].APB_32.INTR_reg_39[0]:D,11658
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].APB_32.INTR_reg_39[0]:Y,11658
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].APB_32.edge_pos40:A,16282
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].APB_32.edge_pos40:B,16245
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].APB_32.edge_pos40:Y,16245
CoreGPIO_C0_0/CoreGPIO_C0_0/PRDATA_o_1[1]:A,16495
CoreGPIO_C0_0/CoreGPIO_C0_0/PRDATA_o_1[1]:B,12200
CoreGPIO_C0_0/CoreGPIO_C0_0/PRDATA_o_1[1]:C,16366
CoreGPIO_C0_0/CoreGPIO_C0_0/PRDATA_o_1[1]:D,16246
CoreGPIO_C0_0/CoreGPIO_C0_0/PRDATA_o_1[1]:Y,12200
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_4:A,13467
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_4:IPA,13467
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_4:IPB,
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].APB_32.edge_both38:A,16282
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].APB_32.edge_both38:B,16232
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].APB_32.edge_both38:Y,16232
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].APB_32.edge_neg13:A,16338
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].APB_32.edge_neg13:B,16232
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].APB_32.edge_neg13:Y,16232
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_93:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_175:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_175:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_82:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_87:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_87:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_45:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_45:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_263:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_263:IPB,
CoreGPIO_C0_0/CoreGPIO_C0_0/INT_OR:A,13649
CoreGPIO_C0_0/CoreGPIO_C0_0/INT_OR:B,13415
CoreGPIO_C0_0/CoreGPIO_C0_0/INT_OR:Y,13415
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_194:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_194:IPB,
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].REG_GEN.CONFIG_reg[0]2_1:A,14404
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].REG_GEN.CONFIG_reg[0]2_1:B,14436
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].REG_GEN.CONFIG_reg[0]2_1:C,14274
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].REG_GEN.CONFIG_reg[0]2_1:Y,14274
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].REG_INT.un9_intr_3_2_0:A,13923
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].REG_INT.un9_intr_3_2_0:B,13831
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].REG_INT.un9_intr_3_2_0:C,13761
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].REG_INT.un9_intr_3_2_0:D,13649
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].REG_INT.un9_intr_3_2_0:Y,13649
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o_2_cZ[5]:A,16533
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o_2_cZ[5]:B,16441
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o_2_cZ[5]:C,14645
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o_2_cZ[5]:Y,14645
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_71:IPB,
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][7]:ALn,
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][7]:CLK,13415
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][7]:D,16572
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][7]:EN,13323
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][7]:Q,13415
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_130:IPB,
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o_2_cZ[7]:A,16643
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o_2_cZ[7]:B,14815
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o_2_cZ[7]:C,16499
CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_o_2_cZ[7]:Y,14815
CoreGPIO_C0_0/CoreGPIO_C0_0/edge_neg_2_sqmuxa_i:A,17487
CoreGPIO_C0_0/CoreGPIO_C0_0/edge_neg_2_sqmuxa_i:B,16350
CoreGPIO_C0_0/CoreGPIO_C0_0/edge_neg_2_sqmuxa_i:C,11728
CoreGPIO_C0_0/CoreGPIO_C0_0/edge_neg_2_sqmuxa_i:Y,11728
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_269:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_269:IPB,
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][5]:ALn,
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][5]:CLK,13509
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][5]:D,17062
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][5]:EN,13323
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][5]:Q,13509
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_31:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_31:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_104:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_104:IPB,
CoreGPIO_C0_0/CoreGPIO_C0_0/edge_both_2_sqmuxa_1_i:A,17487
CoreGPIO_C0_0/CoreGPIO_C0_0/edge_both_2_sqmuxa_1_i:B,16299
CoreGPIO_C0_0/CoreGPIO_C0_0/edge_both_2_sqmuxa_1_i:C,11728
CoreGPIO_C0_0/CoreGPIO_C0_0/edge_both_2_sqmuxa_1_i:Y,11728
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[5]:A,13554
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[5]:B,14645
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[5]:C,13448
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[5]:Y,13448
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_184:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_184:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_5:A,13505
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_5:IPA,13505
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_5:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_74:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_255:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_255:IPB,
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].APB_32.edge_neg38:A,16338
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].APB_32.edge_neg38:B,16232
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[1].APB_32.edge_neg38:Y,16232
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_34:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_66:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_66:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_55:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_55:IPB,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_233:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_233:IPB,
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].gpin3[0]:ALn,
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].gpin3[0]:CLK,15017
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].gpin3[0]:D,18632
CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].gpin3[0]:Q,15017
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_220:IPA,
GPIOOOO_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_220:IPB,
CoreGPIO_C0_0/CoreGPIO_C0_0/edge_neg_2_sqmuxa_1_i:A,17487
CoreGPIO_C0_0/CoreGPIO_C0_0/edge_neg_2_sqmuxa_1_i:B,16350
CoreGPIO_C0_0/CoreGPIO_C0_0/edge_neg_2_sqmuxa_1_i:C,11728
CoreGPIO_C0_0/CoreGPIO_C0_0/edge_neg_2_sqmuxa_1_i:Y,11728
OSC_C0_0/OSC_C0_0/I_RCOSC_25_50MHZ_FAB_CLKINT/U0_RGB1:An,
OSC_C0_0/OSC_C0_0/I_RCOSC_25_50MHZ_FAB_CLKINT/U0_RGB1:YL,
