pin,slack
UART_GPIO_FAB_SB_sb_0/CoreGPIO_1_0/xhdl1.GEN_BITS[0].APB_8.INTR_reg[0]:D,1999
UART_GPIO_FAB_SB_sb_0/CoreGPIO_1_0/xhdl1.GEN_BITS[0].APB_8.INTR_reg[0]:Q,6569
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/NxtPrdata_5_1_0_wmux[3]:A,4818
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/NxtPrdata_5_1_0_wmux[3]:B,4593
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/NxtPrdata_5_1_0_wmux[3]:C,3618
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/NxtPrdata_5_1_0_wmux[3]:D,3261
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/NxtPrdata_5_1_0_wmux[3]:FCO,
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/NxtPrdata_5_1_0_wmux[3]:Y,3261
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/tx_hold_reg[0]:ALn,6755
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/tx_hold_reg[0]:CLK,8782
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/tx_hold_reg[0]:D,6909
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/tx_hold_reg[0]:EN,3104
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/tx_hold_reg[0]:Q,8782
UART_GPIO_FAB_SB_sb_0/CoreGPIO_1_0/xhdl1.GEN_BITS[0].APB_8.edge_pos16:A,6406
UART_GPIO_FAB_SB_sb_0/CoreGPIO_1_0/xhdl1.GEN_BITS[0].APB_8.edge_pos16:B,6365
UART_GPIO_FAB_SB_sb_0/CoreGPIO_1_0/xhdl1.GEN_BITS[0].APB_8.edge_pos16:Y,6365
UART_GPIO_FAB_SB_sb_0/CORERESETP_0/POWER_ON_RESET_N_q1:ALn,
UART_GPIO_FAB_SB_sb_0/CORERESETP_0/POWER_ON_RESET_N_q1:CLK,8655
UART_GPIO_FAB_SB_sb_0/CORERESETP_0/POWER_ON_RESET_N_q1:Q,8655
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/rx_dout_reg_Z[4]:ALn,6755
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/rx_dout_reg_Z[4]:CLK,4935
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/rx_dout_reg_Z[4]:D,8655
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/rx_dout_reg_Z[4]:EN,7353
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/rx_dout_reg_Z[4]:Q,4935
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_106:IPB,
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr_RNI3SNUB1[4]:B,7262
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr_RNI3SNUB1[4]:C,4328
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr_RNI3SNUB1[4]:D,6900
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr_RNI3SNUB1[4]:FCI,4260
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr_RNI3SNUB1[4]:FCO,4260
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr_RNI3SNUB1[4]:S,4396
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr[2]:ALn,6755
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr[2]:CLK,5913
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr[2]:D,4423
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr[2]:Q,5913
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_208:IPA,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_208:IPB,
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/FF_22:IPENn,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_257:IPA,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_257:IPB,
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/un1_tx_parity_1_sqmuxa_0_a2:A,6360
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/un1_tx_parity_1_sqmuxa_0_a2:B,6205
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/un1_tx_parity_1_sqmuxa_0_a2:C,6037
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/un1_tx_parity_1_sqmuxa_0_a2:D,6058
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/un1_tx_parity_1_sqmuxa_0_a2:Y,6037
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_shift[4]:ALn,6755
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_shift[4]:CLK,7537
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_shift[4]:D,6398
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_shift[4]:EN,5996
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_shift[4]:Q,7537
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_17:IPA,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_17:IPB,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_260:IPA,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_260:IPB,
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_RX/framing_error_int_RNO:A,6395
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_RX/framing_error_int_RNO:B,6302
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_RX/framing_error_int_RNO:C,7454
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_RX/framing_error_int_RNO:D,7358
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_RX/framing_error_int_RNO:Y,6302
UART_GPIO_FAB_SB_sb_0/CoreGPIO_1_0/xhdl1.GEN_BITS[0].APB_8.edge_pos[0]:ALn,6755
UART_GPIO_FAB_SB_sb_0/CoreGPIO_1_0/xhdl1.GEN_BITS[0].APB_8.edge_pos[0]:CLK,7357
UART_GPIO_FAB_SB_sb_0/CoreGPIO_1_0/xhdl1.GEN_BITS[0].APB_8.edge_pos[0]:D,7516
UART_GPIO_FAB_SB_sb_0/CoreGPIO_1_0/xhdl1.GEN_BITS[0].APB_8.edge_pos[0]:EN,2006
UART_GPIO_FAB_SB_sb_0/CoreGPIO_1_0/xhdl1.GEN_BITS[0].APB_8.edge_pos[0]:Q,7357
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_state[1]:ALn,6755
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_state[1]:CLK,4019
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_state[1]:D,3639
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_state[1]:EN,8385
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_state[1]:Q,4019
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_150:IPA,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_150:IPB,
UART_GPIO_FAB_SB_sb_0/CCC_0/CCC_INST/IP_INTERFACE_16:IPB,
UART_GPIO_FAB_SB_sb_0/CCC_0/CCC_INST/IP_INTERFACE_16:IPC,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_132:IPA,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_274:IPA,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_274:IPB,
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_bit_cnt_RNO[3]:A,7558
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_bit_cnt_RNO[3]:B,7501
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_bit_cnt_RNO[3]:C,5204
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_bit_cnt_RNO[3]:D,4727
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_bit_cnt_RNO[3]:Y,4727
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_252:IPA,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_252:IPB,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_252:IPC,
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[6]:ALn,6755
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[6]:CLK,7377
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[6]:D,7292
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[6]:EN,4871
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[6]:Q,7377
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr_RNI1P2HR1[6]:B,7300
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr_RNI1P2HR1[6]:C,4362
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr_RNI1P2HR1[6]:D,6938
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr_RNI1P2HR1[6]:FCI,4260
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr_RNI1P2HR1[6]:FCO,4260
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr_RNI1P2HR1[6]:S,4362
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/FF_6:EN,6917
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/FF_6:IPENn,6917
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/full_4:A,6491
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/full_4:B,6399
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/full_4:C,6345
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/full_4:D,6252
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/full_4:Y,6252
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_16:IPA,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_16:IPB,
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel.tx_2_u_2_1_0_wmux:A,2818
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel.tx_2_u_2_1_0_wmux:B,2718
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel.tx_2_u_2_1_0_wmux:C,2711
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel.tx_2_u_2_1_0_wmux:D,2403
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel.tx_2_u_2_1_0_wmux:FCO,
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel.tx_2_u_2_1_0_wmux:Y,2403
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/FF_7:IPENn,
UART_GPIO_FAB_SB_sb_0/CoreGPIO_1_0/xhdl1.GEN_BITS[0].gpin3[0]:ALn,6755
UART_GPIO_FAB_SB_sb_0/CoreGPIO_1_0/xhdl1.GEN_BITS[0].gpin3[0]:CLK,6365
UART_GPIO_FAB_SB_sb_0/CoreGPIO_1_0/xhdl1.GEN_BITS[0].gpin3[0]:D,8647
UART_GPIO_FAB_SB_sb_0/CoreGPIO_1_0/xhdl1.GEN_BITS[0].gpin3[0]:Q,6365
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_195:IPA,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_195:IPB,
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/NxtPrdata_5_1_0_wmux_0[0]:A,3261
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/NxtPrdata_5_1_0_wmux_0[0]:B,5651
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/NxtPrdata_5_1_0_wmux_0[0]:C,7478
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/NxtPrdata_5_1_0_wmux_0[0]:D,7150
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/NxtPrdata_5_1_0_wmux_0[0]:FCI,
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/NxtPrdata_5_1_0_wmux_0[0]:Y,3261
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_220:IPA,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_220:IPB,
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state[3]:ALn,6755
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state[3]:CLK,6160
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state[3]:D,5071
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state[3]:Q,6160
UART_GPIO_FAB_SB_sb_0/CCC_0/CCC_INST/IP_INTERFACE_0:IPA,
UART_GPIO_FAB_SB_sb_0/CCC_0/CCC_INST/IP_INTERFACE_0:IPB,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_144:A,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_144:IPA,
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_17:C,8764
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_17:IPB,
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_17:IPC,8764
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_264:IPA,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_264:IPB,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_264:IPC,
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/tx_byte[0]:ALn,6755
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/tx_byte[0]:CLK,2711
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/tx_byte[0]:D,8655
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/tx_byte[0]:EN,6194
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/tx_byte[0]:Q,2711
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_20:IPB,
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_20:IPC,
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/controlReg2[0]:ALn,6755
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/controlReg2[0]:CLK,3583
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/controlReg2[0]:D,6909
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/controlReg2[0]:EN,1978
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/controlReg2[0]:Q,3583
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/FF_25:IPCLKn,
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_7:IPC,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_113:IPA,
UART_GPIO_FAB_SB_sb_0/UART_GPIO_FAB_SB_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_113:IPB,
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr[0]:ALn,6755
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr[0]:CLK,4551
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr[0]:D,4423
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr[0]:Q,4551
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/FF_23:IPENn,
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state[5]:ALn,6755
UART_GPIO_FAB_SB_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state[5]:CLK,7420
