pin,slack
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_30:IPC,8488
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_6:A,3478
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_6:IPA,3478
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_6:IPB,
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_110:IPA,
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_18:C,7566
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_18:IPB,
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_18:IPC,7566
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/full_4_RNIHM7T3:A,7573
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/full_4_RNIHM7T3:B,6252
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/full_4_RNIHM7T3:C,7428
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/full_4_RNIHM7T3:D,7317
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/full_4_RNIHM7T3:Y,6252
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_162:IPA,
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_162:IPB,
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_cnt.xmit_bit_sel_3_i_o2[1]:A,6424
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_cnt.xmit_bit_sel_3_i_o2[1]:B,6375
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_cnt.xmit_bit_sel_3_i_o2[1]:Y,6375
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/FF_5:IPENn,
UART_INT1_sb_0/CoreUARTapb_0_0/controlReg1[3]:ALn,6755
UART_INT1_sb_0/CoreUARTapb_0_0/controlReg1[3]:CLK,7243
UART_INT1_sb_0/CoreUARTapb_0_0/controlReg1[3]:D,6991
UART_INT1_sb_0/CoreUARTapb_0_0/controlReg1[3]:EN,3373
UART_INT1_sb_0/CoreUARTapb_0_0/controlReg1[3]:Q,7243
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr[12]:ALn,6755
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr[12]:CLK,4963
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr[12]:D,4260
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/genblk1.baud_cntr[12]:Q,4963
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_40:IPA,
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_40:IPB,
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_275:IPA,
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_275:IPB,
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_1:IPC,
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/wr_pointer_s_143:B,7292
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/wr_pointer_s_143:FCO,7292
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_byte_Z[1]:ALn,6755
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_byte_Z[1]:CLK,4823
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_byte_Z[1]:D,8647
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_byte_Z[1]:EN,3796
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_byte_Z[1]:Q,4823
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[4]:ALn,6755
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[4]:CLK,7376
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[4]:D,7330
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[4]:EN,8481
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[4]:Q,7376
UART_INT1_sb_0/CoreUARTapb_0_0/NxtPrdata_2[0]:A,4941
UART_INT1_sb_0/CoreUARTapb_0_0/NxtPrdata_2[0]:B,3284
UART_INT1_sb_0/CoreUARTapb_0_0/NxtPrdata_2[0]:C,4935
UART_INT1_sb_0/CoreUARTapb_0_0/NxtPrdata_2[0]:D,4823
UART_INT1_sb_0/CoreUARTapb_0_0/NxtPrdata_2[0]:Y,3284
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_71:IPB,
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_RX/framing_error_int_0_sqmuxa:A,7621
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_RX/framing_error_int_0_sqmuxa:B,7514
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_RX/framing_error_int_0_sqmuxa:C,6292
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_RX/framing_error_int_0_sqmuxa:D,6155
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_RX/framing_error_int_0_sqmuxa:Y,6155
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[3]:ALn,6755
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[3]:CLK,7357
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[3]:D,7349
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[3]:EN,8481
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[3]:Q,7357
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/data_out[1]:ALn,6755
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/data_out[1]:CLK,8655
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/data_out[1]:D,7404
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/data_out[1]:EN,8535
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/data_out[1]:Q,8655
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_RX/stop_strobe:ALn,6755
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_RX/stop_strobe:CLK,7447
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_RX/stop_strobe:D,6301
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_RX/stop_strobe:EN,8370
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_RX/stop_strobe:Q,7447
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/wr_pointer_s[6]:B,7377
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/wr_pointer_s[6]:FCI,7292
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/wr_pointer_s[6]:S,7292
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk1.RXRDY6:A,6340
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk1.RXRDY6:B,7447
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk1.RXRDY6:C,7377
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk1.RXRDY6:Y,6340
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_217:IPA,
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_217:IPB,
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_217:IPC,
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_19:C,8770
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_19:IPB,
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_19:IPC,8770
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/rx_byte_in[7]:A,7574
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/rx_byte_in[7]:B,7645
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/rx_byte_in[7]:Y,7574
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel.tx_2_u_2_1_wmux_0:A,2403
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel.tx_2_u_2_1_wmux_0:B,3776
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel.tx_2_u_2_1_wmux_0:C,3783
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel.tx_2_u_2_1_wmux_0:D,3491
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel.tx_2_u_2_1_wmux_0:FCI,
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel.tx_2_u_2_1_wmux_0:FCO,
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel.tx_2_u_2_1_wmux_0:Y,2403
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_33:IPA,
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_33:IPB,
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_97:IPA,
UART_INT1_sb_0/CoreUARTapb_0_0/iPRDATA[4]:ALn,6755
UART_INT1_sb_0/CoreUARTapb_0_0/iPRDATA[4]:CLK,7506
UART_INT1_sb_0/CoreUARTapb_0_0/iPRDATA[4]:D,3284
UART_INT1_sb_0/CoreUARTapb_0_0/iPRDATA[4]:EN,3252
UART_INT1_sb_0/CoreUARTapb_0_0/iPRDATA[4]:Q,7506
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/data_out[2]:ALn,6755
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/data_out[2]:CLK,8655
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/data_out[2]:D,7403
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/data_out[2]:EN,8535
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/data_out[2]:Q,8655
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_197:IPA,
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_197:IPB,
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/un1_clear_overflow:A,5064
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/un1_clear_overflow:B,4383
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/un1_clear_overflow:C,4525
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/un1_clear_overflow:D,3335
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/un1_clear_overflow:Y,3335
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_16:C,7565
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_16:IPB,
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_16:IPC,7565
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_14:C,7502
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_14:IPB,
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_14:IPC,7502
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk1.RXRDY:ALn,6755
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk1.RXRDY:CLK,5289
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk1.RXRDY:D,7573
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk1.RXRDY:EN,6340
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk1.RXRDY:Q,5289
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_279:IPA,
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_279:IPB,
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/full_4:A,5005
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/full_4:B,4913
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/full_4:C,4859
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/full_4:D,4766
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/full_4:Y,4766
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_265:IPA,
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_265:IPB,
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_265:IPC,
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_17:IPA,
UART_INT1_sb_0/UART_INT1_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_17:IPB,
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_shift[3]:ALn,6755
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_shift[3]:CLK,7537
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_shift[3]:D,6390
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_shift[3]:EN,5851
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_shift[3]:Q,7537
UART_INT1_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer_RNO[0]:A,7592
