pin,slack
MSS_sys_i2c_sb_MSS_0/I2C_1_SCL_PAD/U_IOPAD:Y,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_117:IPA,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_117:IPB,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_156:IPA,
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_1[6]:A,4927
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_1[6]:B,2543
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_1[6]:C,6121
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_1[6]:D,5995
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_1[6]:Y,2543
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SCLInt_write_proc.nedetect_3:A,5029
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SCLInt_write_proc.nedetect_3:B,7389
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SCLInt_write_proc.nedetect_3:Y,5029
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_0:IPA,
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sersta[2]:ALn,6768
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sersta[2]:CLK,6411
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sersta[2]:D,5145
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sersta[2]:Q,6411
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_cnst_0_o2[2]:A,-290
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_cnst_0_o2[2]:B,628
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_cnst_0_o2[2]:Y,-290
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet[2]:ALn,6768
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet[2]:CLK,7537
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet[2]:D,7230
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet[2]:Q,7537
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_77:IPA,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_77:IPB,
RCOSC_25_50MHZ_O2F_obuf/U0/U_IOOUTFF:A,
RCOSC_25_50MHZ_O2F_obuf/U0/U_IOOUTFF:Y,
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/serdat[0]:ALn,6768
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/serdat[0]:CLK,-772
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/serdat[0]:D,2444
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/serdat[0]:EN,1192
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/serdat[0]:Q,-772
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux_0[7]:A,3708
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux_0[7]:B,4763
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux_0[7]:C,6500
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux_0[7]:D,6198
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux_0[7]:FCI,
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux_0[7]:Y,3708
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_41:IPA,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_41:IPB,
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0_0_o3[0]:A,3890
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0_0_o3[0]:B,3761
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0_0_o3[0]:C,4942
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0_0_o3[0]:D,4779
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0_0_o3[0]:Y,3761
RCOSC_25_50MHZ_O2F_obuf/U0/U_IOPAD:D,
RCOSC_25_50MHZ_O2F_obuf/U0/U_IOPAD:E,
RCOSC_25_50MHZ_O2F_obuf/U0/U_IOPAD:PAD,
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[6]:ALn,6768
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[6]:CLK,5143
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[6]:D,2543
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[6]:Q,5143
CoreAPB3_0/u_mux_p_to_b3/PRDATA[2]:A,4751
CoreAPB3_0/u_mux_p_to_b3/PRDATA[2]:B,4491
CoreAPB3_0/u_mux_p_to_b3/PRDATA[2]:C,3578
CoreAPB3_0/u_mux_p_to_b3/PRDATA[2]:D,3107
CoreAPB3_0/u_mux_p_to_b3/PRDATA[2]:Y,3107
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_23:IPB,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_128:IPA,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_128:IPB,
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux[4]:A,3598
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux[4]:B,3545
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux[4]:C,5202
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux[4]:D,4933
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux[4]:FCO,
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux[4]:Y,3545
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.fsmsta_nxt117:A,-772
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.fsmsta_nxt117:B,1724
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.fsmsta_nxt117:Y,-772
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/ack_0_sqmuxa_0_a2:A,1192
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/ack_0_sqmuxa_0_a2:B,6220
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/ack_0_sqmuxa_0_a2:Y,1192
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_134:IPA,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_172:IPA,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_172:IPB,
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sclscl_1_sqmuxa_i:A,7463
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sclscl_1_sqmuxa_i:B,7400
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sclscl_1_sqmuxa_i:Y,7400
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_cnst_i_a3[4]:A,2905
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_cnst_i_a3[4]:B,1770
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_cnst_i_a3[4]:C,706
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_cnst_i_a3[4]:D,200
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_cnst_i_a3[4]:Y,200
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_a3_1[2]:A,3881
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_a3_1[2]:B,2543
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_a3_1[2]:C,3732
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_a3_1[2]:Y,2543
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_51:IPA,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_51:IPB,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_278:IPA,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_278:IPB,
CORERESETP_0/sm0_areset_n_clk_base:ALn,5671
CORERESETP_0/sm0_areset_n_clk_base:CLK,
CORERESETP_0/sm0_areset_n_clk_base:D,8655
CORERESETP_0/sm0_areset_n_clk_base:Q,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_265:IPA,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_265:IPB,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_265:IPC,
CORERESETP_0/sm1_areset_n_clk_base:ALn,
CORERESETP_0/sm1_areset_n_clk_base:CLK,8537
CORERESETP_0/sm1_areset_n_clk_base:D,8655
CORERESETP_0/sm1_areset_n_clk_base:Q,8537
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet_RNO[0]:A,7433
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet_RNO[0]:Y,7433
CORERESETP_0/sdif3_areset_n_rcosc:ALn,
CORERESETP_0/sdif3_areset_n_rcosc:CLK,18538
CORERESETP_0/sdif3_areset_n_rcosc:D,18656
CORERESETP_0/sdif3_areset_n_rcosc:Q,18538
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_247:IPA,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_247:IPB,
CORERESETP_0/mss_ready_select6:A,7531
CORERESETP_0/mss_ready_select6:B,7447
CORERESETP_0/mss_ready_select6:Y,7447
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sersta_write_proc.sersta_3[3]:A,6262
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sersta_write_proc.sersta_3[3]:B,7345
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sersta_write_proc.sersta_3[3]:C,6024
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sersta_write_proc.sersta_3[3]:D,4928
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sersta_write_proc.sersta_3[3]:Y,4928
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_165:IPA,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_165:IPB,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_276:IPA,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_276:IPB,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_276:IPC,
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0_0[3]:A,3874
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0_0[3]:B,2831
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0_0[3]:C,7454
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0_0[3]:D,6126
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0_0[3]:Y,2831
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_131:IPB,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_167:IPB,
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.sercon_9_i_o2_1[3]:A,4183
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.sercon_9_i_o2_1[3]:B,3054
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.sercon_9_i_o2_1[3]:C,6228
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.sercon_9_i_o2_1[3]:D,4983
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.sercon_9_i_o2_1[3]:Y,3054
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_a3_0[2]:A,6486
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_a3_0[2]:B,5271
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_a3_0[2]:C,6352
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_a3_0[2]:D,6212
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_a3_0[2]:Y,5271
CORERESETP_0/MSS_HPMS_READY_int_4:A,7637
CORERESETP_0/MSS_HPMS_READY_int_4:B,7529
CORERESETP_0/MSS_HPMS_READY_int_4:C,7477
CORERESETP_0/MSS_HPMS_READY_int_4:Y,7477
CORERESETP_0/release_sdif0_core_clk_base:ALn,6787
CORERESETP_0/release_sdif0_core_clk_base:CLK,5026
CORERESETP_0/release_sdif0_core_clk_base:D,8655
CORERESETP_0/release_sdif0_core_clk_base:Q,5026
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SDAI_ff_reg[4]:ALn,6768
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SDAI_ff_reg[4]:CLK,5005
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SDAI_ff_reg[4]:D,8639
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SDAI_ff_reg[4]:Q,5005
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SDAI_ff_reg[4]:SLn,8024
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg[9]:ALn,6768
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg[9]:CLK,6451
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg[9]:D,8639
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg[9]:Q,6451
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg[9]:SLn,8024
CORERESETP_0/release_sdif0_core:ALn,18538
CORERESETP_0/release_sdif0_core:CLK,3531
CORERESETP_0/release_sdif0_core:Q,3531
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg[0]:ALn,6768
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg[0]:CLK,4931
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg[0]:D,
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg[0]:Q,4931
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg[0]:SLn,8024
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/framesync_write_proc.un1_sercon_1:A,3858
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/framesync_write_proc.un1_sercon_1:B,3776
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/framesync_write_proc.un1_sercon_1:Y,3776
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_cnst_i[1]:A,3958
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_cnst_i[1]:B,2764
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_cnst_i[1]:C,299
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_cnst_i[1]:D,-772
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_cnst_i[1]:Y,-772
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_46:IPB,
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.un1_framesync29_1:A,2696
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.un1_framesync29_1:B,2652
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.un1_framesync29_1:C,2600
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.un1_framesync29_1:D,2520
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.un1_framesync29_1:Y,2520
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_272:IPA,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_272:IPB,
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2_write_proc.PCLK_count2_ov_5.m5:A,6294
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2_write_proc.PCLK_count2_ov_5.m5:B,6177
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2_write_proc.PCLK_count2_ov_5.m5:C,6130
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2_write_proc.PCLK_count2_ov_5.m5:D,3582
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2_write_proc.PCLK_count2_ov_5.m5:Y,3582
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_244:IPA,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_244:IPB,
CORERESETP_0/sm0_state_ns[5]:A,7637
CORERESETP_0/sm0_state_ns[5]:B,7537
CORERESETP_0/sm0_state_ns[5]:C,7413
CORERESETP_0/sm0_state_ns[5]:D,5026
CORERESETP_0/sm0_state_ns[5]:Y,5026
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SDAI_ff_reg[0]:ALn,6768
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SDAI_ff_reg[0]:CLK,6118
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SDAI_ff_reg[0]:D,
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SDAI_ff_reg[0]:Q,6118
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SDAI_ff_reg[0]:SLn,8024
CCC_0/CCC_INST/IP_INTERFACE_4:IPB,
CCC_0/CCC_INST/IP_INTERFACE_4:IPC,
COREI2C_0_0/g_seradr0_reg_bits.genblk1.seradr0apb[2]:ALn,6768
COREI2C_0_0/g_seradr0_reg_bits.genblk1.seradr0apb[2]:CLK,4142
COREI2C_0_0/g_seradr0_reg_bits.genblk1.seradr0apb[2]:D,7075
COREI2C_0_0/g_seradr0_reg_bits.genblk1.seradr0apb[2]:EN,3458
COREI2C_0_0/g_seradr0_reg_bits.genblk1.seradr0apb[2]:Q,4142
CoreAPB3_0/u_mux_p_to_b3/PRDATA[4]:A,3269
CoreAPB3_0/u_mux_p_to_b3/PRDATA[4]:B,3545
CoreAPB3_0/u_mux_p_to_b3/PRDATA[4]:C,3481
CoreAPB3_0/u_mux_p_to_b3/PRDATA[4]:Y,3269
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[2]:ALn,6768
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[2]:CLK,5306
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[2]:D,3972
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[2]:Q,5306
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_3_4[3]:A,-535
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_3_4[3]:B,338
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_3_4[3]:C,2936
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_3_4[3]:D,2595
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_3_4[3]:Y,-535
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_68:IPA,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_68:IPB,
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_RNO[2]:A,7565
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_RNO[2]:B,5271
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_RNO[2]:C,4966
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_RNO[2]:D,3972
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_RNO[2]:Y,3972
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/indelay_write_proc.indelay_4[1]:A,7617
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/indelay_write_proc.indelay_4[1]:B,6313
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/indelay_write_proc.indelay_4[1]:C,7447
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/indelay_write_proc.indelay_4[1]:D,7328
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/indelay_write_proc.indelay_4[1]:Y,6313
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_116:IPA,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_116:IPB,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_56:IPA,
MSS_sys_i2c_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_56:IPB,
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.sercon21_0_o2:A,2300
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.sercon21_0_o2:B,2278
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.sercon21_0_o2:C,3335
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.sercon21_0_o2:D,2914
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.sercon21_0_o2:Y,2278
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SDAInt_write_proc.un1_SDAI_ff_reg_5:A,6382
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SDAInt_write_proc.un1_SDAI_ff_reg_5:B,6274
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SDAInt_write_proc.un1_SDAI_ff_reg_5:C,6222
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SDAInt_write_proc.un1_SDAI_ff_reg_5:D,6142
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SDAInt_write_proc.un1_SDAI_ff_reg_5:Y,6142
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg[2]:ALn,6768
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg[2]:CLK,5078
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg[2]:D,8639
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg[2]:Q,5078
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg[2]:SLn,8024
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/bsd7_RNO_2:A,5457
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/bsd7_RNO_2:B,5173
COREI2C_0_0/I2C_NUM_GENERATION[0].ui2c/bsd7_RNO_2:C,559
