pin,slack
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/un1_counter_cry_0_CC_0:CC[5],2895
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/un1_counter_cry_0_CC_0:CC[6],2931
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/un1_counter_cry_0_CC_0:P[0],2996
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/un1_counter_cry_0_CC_0:P[1],3088
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/un1_counter_cry_0_CC_0:P[2],
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/un1_counter_cry_0_CC_0:P[3],3292
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/un1_counter_cry_0_CC_0:P[4],
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/un1_counter_cry_0_CC_0:P[5],
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/un1_counter_cry_0_CC_0:P[6],
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/un1_counter_cry_0_CC_0:UB[0],2931
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/un1_counter_cry_0_CC_0:UB[1],2895
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/un1_counter_cry_0_CC_0:UB[2],3075
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/un1_counter_cry_0_CC_0:UB[3],3131
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/un1_counter_cry_0_CC_0:UB[4],3175
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/un1_counter_cry_0_CC_0:UB[5],3308
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/un1_counter_cry_0_CC_0:UB[6],
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_99:IPA,
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_99:IPB,
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state_ns_i_x2[3]:A,4465
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state_ns_i_x2[3]:B,4388
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state_ns_i_x2[3]:Y,4388
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/iPRDATA[7]:ALn,6790
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/iPRDATA[7]:CLK,7658
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/iPRDATA[7]:D,3714
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/iPRDATA[7]:EN,3677
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/iPRDATA[7]:Q,7658
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/tx_hold_reg[1]:ALn,6789
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/tx_hold_reg[1]:CLK,8676
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/tx_hold_reg[1]:D,6975
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/tx_hold_reg[1]:EN,3585
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/tx_hold_reg[1]:Q,8676
GPIO_INT_ABFN_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_8.INTR_reg[1]:ALn,6789
GPIO_INT_ABFN_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_8.INTR_reg[1]:CLK,6460
GPIO_INT_ABFN_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_8.INTR_reg[1]:D,2447
GPIO_INT_ABFN_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_8.INTR_reg[1]:Q,6460
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_264:IPA,
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_264:IPB,
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_264:IPC,
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/FF_21:EN,5073
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/FF_21:IPENn,5073
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_3:IPC,
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_12:C,7586
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_12:IPB,
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_12:IPC,7586
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_125:A,5975
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_125:IPA,5975
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_125:IPB,
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_10:IPB,
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_10:IPC,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:CLK0,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:CLK1,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:CLK2,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:CLK3,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:GL0,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:GPD0_ARST_N,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:GPD1_ARST_N,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:GPD2_ARST_N,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:GPD3_ARST_N,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:LOCK,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX0_ARST_N,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX0_HOLD_N,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX0_SEL,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX1_ARST_N,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX1_HOLD_N,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX1_SEL,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX2_ARST_N,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX2_HOLD_N,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX2_SEL,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX3_ARST_N,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX3_HOLD_N,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX3_SEL,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[2],
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[3],
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[4],
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[5],
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[6],
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[7],
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PCLK,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PENABLE,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PLL_ARST_N,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PLL_BYPASS_N,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PLL_POWERDOWN_N,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PRESET_N,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PSEL,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[0],
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[1],
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[2],
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[3],
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[4],
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[5],
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[6],
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[7],
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWRITE,
GPIO_INT_ABFN_sb_0/CCC_0/CCC_INST/INST_CCC_IP:RCOSC_25_50MHZ,
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_bit_cnt_RNO[3]:A,5223
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_bit_cnt_RNO[3]:B,5284
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_bit_cnt_RNO[3]:C,7421
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_bit_cnt_RNO[3]:D,7303
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_bit_cnt_RNO[3]:Y,5223
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_239:IPA,
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_239:IPB,
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[6]:ALn,6789
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[6]:CLK,7378
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[6]:D,6703
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[6]:EN,8482
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[6]:Q,7378
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state[2]:ALn,6789
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state[2]:CLK,7344
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state[2]:D,6138
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state[2]:Q,7344
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_12:IPA,
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_state[0]:ALn,6789
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_state[0]:CLK,4253
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_state[0]:D,4359
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_state[0]:EN,8391
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_state[0]:Q,4253
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[3]:ALn,6790
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[3]:CLK,6675
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[3]:D,6830
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[3]:EN,5069
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/rd_pointer[3]:Q,6675
GPIO_INT_ABFN_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[5]:A,3832
GPIO_INT_ABFN_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[5]:B,7572
GPIO_INT_ABFN_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[5]:Y,3832
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_180:IPA,
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/FF_34:IPENn,
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_233:IPA,
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_233:IPB,
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state_ns[2]:A,7638
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state_ns[2]:B,7470
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state_ns[2]:C,6138
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_state_ns[2]:Y,6138
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk2.tx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_1:IPC,
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_bit_cnt[0]:ALn,6789
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_bit_cnt[0]:CLK,3960
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_bit_cnt[0]:D,5284
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/rx_bit_cnt[0]:Q,3960
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/fifo_read_en0_1_i_a3_i:A,5183
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/fifo_read_en0_1_i_a3_i:B,7509
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/fifo_read_en0_1_i_a3_i:Y,5183
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_204:IPA,
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_204:IPB,
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_204:IPC,
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/FF_12:CLK,
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/FF_12:IPCLKn,
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_39:IPA,
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_39:IPB,
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_238:IPA,
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_238:IPB,
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/genblk3.rx_fifo/CoreUART_top_COREUART_0_fifo_128x8_pa4/ram128_8_pa4/RAM_128x8/CFG_3:IPC,
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/tx_byte[4]:ALn,6790
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/tx_byte[4]:CLK,3446
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/tx_byte[4]:D,8648
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/tx_byte[4]:EN,6086
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/tx_byte[4]:Q,3446
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_245:IPA,
GPIO_INT_ABFN_sb_0/GPIO_INT_ABFN_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_245:IPB,
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/make_xmit_clock.xmit_cntr_3_1.SUM[1]:A,6370
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/make_xmit_clock.xmit_cntr_3_1.SUM[1]:B,7509
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_CLOCK_GEN/make_xmit_clock.xmit_cntr_3_1.SUM[1]:Y,6370
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/rcv_sm.rx_state18_NE_i:A,6202
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/rcv_sm.rx_state18_NE_i:B,6132
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/rcv_sm.rx_state18_NE_i:C,4241
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/rcv_sm.rx_state18_NE_i:D,6242
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/rcv_sm.rx_state18_NE_i:Y,4241
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/stop_strobe:ALn,6789
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/stop_strobe:CLK,7448
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/stop_strobe:D,6335
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/stop_strobe:EN,8391
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/stop_strobe:Q,7448
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/parity_err_RNO:A,5123
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/parity_err_RNO:B,5001
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/parity_err_RNO:C,7286
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/parity_err_RNO:D,5267
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_RX/parity_err_RNO:Y,5001
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel.tx_4_u_1_0:A,6403
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel.tx_4_u_1_0:B,6334
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel.tx_4_u_1_0:C,5395
GPIO_INT_ABFN_sb_0/CoreUARTapb_0_0/uUART/make_TX/xmit_sel.tx_4_u_1_0:D,3188
